symbol,hour_ms,funding_rate
BNBUSDT,1601539200000,-0.00076986
BNBUSDT,1601568000000,-0.00066939
BNBUSDT,1601596800000,-0.00071798
BNBUSDT,1601625600000,-0.00122515
BNBUSDT,1601654400000,-0.00044083
BNBUSDT,1601683200000,-0.00080154
BNBUSDT,1601712000000,-0.0015424
BNBUSDT,1601740800000,-0.00174458
BNBUSDT,1601769600000,-0.00219036
BNBUSDT,1601798400000,-0.00239764
BNBUSDT,1601827200000,-0.00220642
BNBUSDT,1601856000000,-0.00209453
BNBUSDT,1601884800000,-0.00209556
BNBUSDT,1601913600000,-0.00079132
BNBUSDT,1601942400000,-0.000497
BNBUSDT,1601971200000,-0.00149526
