sym,days,start,vol_all_%,vol_2025_%,vol_ratio,notional_M,v2021,v2022,v2023,v2024,v2025
BTC,2081,2021-01-01,57.17892046512202,43.550081353510144,0.7616457428585909,1510.1610521510572,81.02832523571415,64.40146583732135,43.664578250555344,52.58523191512056,41.71617447067459
TRX,2081,2021-01-01,74.4550228488114,33.514358724644836,0.45012891598595306,63.873056023989996,126.0486328471063,69.00817968603214,42.712294785324,85.47149945865333,39.150447421373066
ETH,2081,2021-01-01,77.35167676005776,69.97735705917398,0.9046650310663766,1036.250771876892,108.74065438334435,87.50211396221232,46.716771794479875,64.15384561108242,74.54041441698722
BNB,2081,2021-01-01,78.28104030268283,49.435399398646105,0.6315117837920694,121.39847190675,141.11714988163408,73.98587108322481,45.216130740609984,57.45508210086864,52.01090488484221
LTC,2081,2021-01-01,84.26310571407839,68.70125303798281,0.8153183110897898,29.9897013192,121.38981025363702,88.19056582223563,65.31639439695954,76.08665266813259,79.59665592249495
ADA,2081,2021-01-01,94.93425086230233,92.13130950132538,0.970474919899642,56.85928622857001,129.29786524013923,93.16919544938476,66.31322130575002,83.40299883639477,102.98506664770679
XRP,2081,2021-01-01,95.61973998436757,74.91345423126981,0.7834517667954031,244.42396871958,148.6391641302288,85.69553467808166,80.04148505893292,81.89054572440484,81.28483411103825
LINK,2081,2021-01-01,98.48239881675158,80.92220591338297,0.8216920676755319,39.218975088,142.89231478644808,101.04493347632015,74.2581991368024,89.54332848093644,91.27871452024951
SOL,2081,2021-01-01,108.92381373681684,77.4440657606574,0.7109929693407427,398.77370297567,160.12565468206714,123.24763693706264,96.08802839494693,81.79716278102535,86.05465965830766
